date,region,cases
2020-04-22,17 - Nunavik,14
2020-04-22,18 - Terres-Cries-de-la-Baie-James,5
2020-04-23,01 - Bas-Saint-Laurent,34
2020-04-23,02 - Saguenay–Lac-Saint-Jean,257
2020-04-23,03 - Capitale Nationale,658
2020-04-23,04 - Mauricie - Centre du Québec,1086
2020-04-23,05 - Estrie,803
2020-04-23,06 - Montréal,10375
2020-04-23,07 - Outaouais,229
2020-04-23,08 - Abitibi-Temiscamingue,149
2020-04-23,09 - Côte-Nord,112
2020-04-23,10 - Nord-du-Québec,7
2020-04-23,11 - Gaspésie-Îles-de-la-Madeleine,149
2020-04-23,12 - Chaudière-Appalaches,349
2020-04-23,13 - Laval,2411
2020-04-23,14 - Lanaudière,1583
2020-04-23,15 - Laurentides,967
2020-04-23,16 - Montérégie,2650
2020-04-23,17 - Nunavik,14
2020-04-23,18 - Terres-Cries-de-la-Baie-James,5
2020-04-24,01 - Bas-Saint-Laurent,34
2020-04-24,02 - Saguenay–Lac-Saint-Jean,261
2020-04-24,03 - Capitale Nationale,682
2020-04-24,04 - Mauricie - Centre du Québec,1111
2020-04-24,05 - Estrie,803
2020-04-24,06 - Montréal,10897
2020-04-24,07 - Outaouais,236
2020-04-24,08 - Abitibi-Temiscamingue,149
2020-04-24,09 - Côte-Nord,112
2020-04-24,10 - Nord-du-Québec,7
2020-04-24,11 - Gaspésie-Îles-de-la-Madeleine,152
2020-04-24,12 - Chaudière-Appalaches,355
2020-04-24,13 - Laval,2482
2020-04-24,14 - Lanaudière,1645
2020-04-24,15 - Laurentides,1005
2020-04-24,16 - Montérégie,2666
2020-04-24,17 - Nunavik,14
2020-04-24,18 - Terres-Cries-de-la-Baie-James,5
2020-04-25,01 - Bas-Saint-Laurent,36
2020-04-25,02 - Saguenay–Lac-Saint-Jean,266
2020-04-25,03 - Capitale Nationale,720
2020-04-25,04 - Mauricie - Centre du Québec,1107
2020-04-25,05 - Estrie,813
2020-04-25,06 - Montréal,11161
2020-04-25,07 - Outaouais,246
2020-04-25,08 - Abitibi-Temiscamingue,150
2020-04-25,09 - Côte-Nord,108
2020-04-25,10 - Nord-du-Québec,8
2020-04-25,11 - Gaspésie-Îles-de-la-Madeleine,156
2020-04-25,12 - Chaudière-Appalaches,367
2020-04-25,13 - Laval,2589
2020-04-25,14 - Lanaudière,1723
2020-04-25,15 - Laurentides,1056
2020-04-25,16 - Montérégie,2736
2020-04-25,17 - Nunavik,14
2020-04-25,18 - Terres-Cries-de-la-Baie-James,6
2020-04-26,01 - Bas-Saint-Laurent,36
2020-04-26,02 - Saguenay–Lac-Saint-Jean,266
2020-04-26,03 - Capitale Nationale,762
2020-04-26,04 - Mauricie - Centre du Québec,1127
2020-04-26,05 - Estrie,822
2020-04-26,06 - Montréal,11621
2020-04-26,07 - Outaouais,252
2020-04-26,08 - Abitibi-Temiscamingue,150
2020-04-26,09 - Côte-Nord,108
2020-04-26,10 - Nord-du-Québec,8
2020-04-26,11 - Gaspésie-Îles-de-la-Madeleine,163
2020-04-26,12 - Chaudière-Appalaches,374
2020-04-26,13 - Laval,2711
2020-04-26,14 - Lanaudière,1796
2020-04-26,15 - Laurentides,1096
2020-04-26,16 - Montérégie,2789
2020-04-26,17 - Nunavik,16
2020-04-26,18 - Terres-Cries-de-la-Baie-James,6
2020-04-27,01 - Bas-Saint-Laurent,37
2020-04-27,02 - Saguenay–Lac-Saint-Jean,273
2020-04-27,03 - Capitale Nationale,775
2020-04-27,04 - Mauricie - Centre du Québec,1155
2020-04-27,05 - Estrie,826
2020-04-27,06 - Montréal,12034
2020-04-27,07 - Outaouais,266
2020-04-27,08 - Abitibi-Temiscamingue,150
2020-04-27,09 - Côte-Nord,110
2020-04-27,10 - Nord-du-Québec,8
2020-04-27,11 - Gaspésie-Îles-de-la-Madeleine,165
2020-04-27,12 - Chaudière-Appalaches,378
2020-04-27,13 - Laval,2852
2020-04-27,14 - Lanaudière,1913
2020-04-27,15 - Laurentides,1133
2020-04-27,16 - Montérégie,2879
2020-04-27,17 - Nunavik,16
2020-04-27,18 - Terres-Cries-de-la-Baie-James,8

2020-04-28,01 - Bas-Saint-Laurent,34
2020-04-28,02 - Saguenay–Lac-Saint-Jean,273
2020-04-28,03 - Capitale Nationale,789
2020-04-28,04 - Mauricie - Centre du Québec,1176
2020-04-28,05 - Estrie,826
2020-04-28,06 - Montréal,12487
2020-04-28,07 - Outaouais,270
2020-04-28,08 - Abitibi-Temiscamingue,149
2020-04-28,09 - Côte-Nord,114
2020-04-28,10 - Nord-du-Québec,7
2020-04-28,11 - Gaspésie-Îles-de-la-Madeleine,165
2020-04-28,12 - Chaudière-Appalaches,382
2020-04-28,13 - Laval,2919
2020-04-28,14 - Lanaudière,1983
2020-04-28,15 - Laurentides,1183
2020-04-28,16 - Montérégie,2973
2020-04-28,17 - Nunavik,16
2020-04-28,18 - Terres-Cries-de-la-Baie-James,8
2020-04-29,01 - Bas-Saint-Laurent,34
2020-04-29,02 - Saguenay–Lac-Saint-Jean,276
2020-04-29,03 - Capitale Nationale,812
2020-04-29,04 - Mauricie - Centre du Québec,1207
2020-04-29,05 - Estrie,833
2020-04-29,06 - Montréal,12905
2020-04-29,07 - Outaouais,272
2020-04-29,08 - Abitibi-Temiscamingue,149
2020-04-29,09 - Côte-Nord,114
2020-04-29,10 - Nord-du-Québec,7
2020-04-29,11 - Gaspésie-Îles-de-la-Madeleine,166
2020-04-29,12 - Chaudière-Appalaches,384
2020-04-29,13 - Laval,3041
2020-04-29,14 - Lanaudière,2085
2020-04-29,15 - Laurentides,1233
2020-04-29,16 - Montérégie,3102
2020-04-29,17 - Nunavik,16
2020-04-29,18 - Terres-Cries-de-la-Baie-James,8
2020-04-30,01 - Bas-Saint-Laurent,35
2020-04-30,02 - Saguenay–Lac-Saint-Jean,279
2020-04-30,03 - Capitale Nationale,835
2020-04-30,04 - Mauricie - Centre du Québec,1239
2020-04-30,05 - Estrie,839
2020-04-30,06 - Montréal,13324
2020-04-30,07 - Outaouais,274
2020-04-30,08 - Abitibi-Temiscamingue,150
2020-04-30,09 - Côte-Nord,113
2020-04-30,10 - Nord-du-Québec,7
2020-04-30,11 - Gaspésie-Îles-de-la-Madeleine,167
2020-04-30,12 - Chaudière-Appalaches,387
2020-04-30,13 - Laval,3163
2020-04-30,14 - Lanaudière,2187
2020-04-30,15 - Laurentides,1283
2020-04-30,16 - Montérégie,3230
2020-04-30,17 - Nunavik,16
2020-04-30,18 - Terres-Cries-de-la-Baie-James,8
2020-05-01,01 - Bas-Saint-Laurent,35
2020-05-01,02 - Saguenay–Lac-Saint-Jean,281
2020-05-01,03 - Capitale Nationale,867
2020-05-01,04 - Mauricie - Centre du Québec,1285
2020-05-01,05 - Estrie,846
2020-05-01,06 - Montréal,13979
2020-05-01,07 - Outaouais,288
2020-05-01,08 - Abitibi-Temiscamingue,150
2020-05-01,09 - Côte-Nord,113
2020-05-01,10 - Nord-du-Québec,7
2020-05-01,11 - Gaspésie-Îles-de-la-Madeleine,168
2020-05-01,12 - Chaudière-Appalaches,394
2020-05-01,13 - Laval,3277
2020-05-01,14 - Lanaudière,2275
2020-05-01,15 - Laurentides,1328
2020-05-01,16 - Montérégie,3329
2020-05-01,17 - Nunavik,16
2020-05-01,18 - Terres-Cries-de-la-Baie-James,8
2020-05-03,01 - Bas-Saint-Laurent,36
2020-05-03,02 - Saguenay–Lac-Saint-Jean,290
2020-05-03,03 - Capitale Nationale,917
2020-05-03,04 - Mauricie - Centre du Québec,1332
2020-05-03,05 - Estrie,859
2020-05-03,06 - Montréal,16251
2020-05-03,07 - Outaouais,302
2020-05-03,08 - Abitibi-Temiscamingue,149
2020-05-03,09 - Côte-Nord,113
2020-05-03,10 - Nord-du-Québec,8
2020-05-03,11 - Gaspésie-Îles-de-la-Madeleine,169
2020-05-03,12 - Chaudière-Appalaches,399
2020-05-03,13 - Laval,3449
2020-05-03,14 - Lanaudière,2412
2020-05-03,15 - Laurentides,1412
2020-05-03,16 - Montérégie,3733
2020-05-03,17 - Nunavik,20
2020-05-03,18 - Terres-Cries-de-la-Baie-James,11
